maintenance_id,aircraft_id,aircraft_model,base_location,maintenance_type,supplier_name,event_date,downtime_hours,supplier_delay_days,maintenance_status,maintenance_cost,readiness_score
971,AC-4054,C-130,Luke AFB,Software Update,L3Harris,09/21/2024,13.0,6,Completed,16228.52,86
972,AC-3600,C-130,Nellis AFB,Hydraulics,Boeing,07/02/2024,24.0,7,In Progress,47183.31,64
973,AC-8192,B-2,Nellis AFB,Landing Gear,L3Harris,01/20/2025,16.0,7,Delayed,26176.81,72
974,AC-7572,F-16,Fort Worth,Avionics,L3Harris,2024-06-21,28.0,2,Awaiting Parts,33940.06,72
975,AC-9586,F-22,Eglin AFB,Avionics,Northrop,03/26/2024,16.0,N/A,Completed,26101.03,79
976,AC-8515,C-130,Luke AFB,Software Update,Raytheon,02/14/2025,20.0,4,In Progress,27576.56,76
977,AC-2477,F-22,Luke AFB,Electrical,L3Harris,04/14/2024,30.0,8,In Progress,35429.86,63
978,AC-8738,C-130,Nellis AFB,Electrical,Northrop,07/20/2024,14.0,1,Delayed,36463.61,83
979,AC-7956,B-2,Nellis AFB,Landing Gear,Raytheon,05/24/2024,25.0,10,Completed,17752.23,70
980,AC-7047,F-16,Hill AFB,Landing Gear,Raytheon,01/28/2025,16.0,0,Delayed,20290.35,82
981,AC-8133,F-35A,Hill AFB,Software Update,Northrop,04/18/2024,25.0,3,Awaiting Parts,32685.76,71
982,AC-3679,C-130,Eglin AFB,Engine Repair,GE Aerospace ,08/03/2024,16.0,6,Awaiting Parts,11227.7,75
983,AC-9306,C-130,Nellis AFB,Engine Repair,GE Aerospace,06/12/2024,18.0,0,Completed,22757.25,79
984,AC-8377,B-2,Hill AFB,Software Update,Boeing,11/20/2024,4.0,9,Delayed,34328.89,83
985,AC-2310,F-22,Fort Worth,Hydraulics,L3Harris,07/15/2024,21.0,11,Awaiting Parts,13613.0,73
986,AC-9021,C-130,Hill AFB,Engine Repair,L3Harris ,01/21/2024,31.0,8,In Progress,22161.34,57
987,AC-5804,F-16,Nellis AFB,Engine Repair,GE Aerospace,05/16/2024,27.0,0,In Progress,15105.83,70
988,AC-3871,F-35A,Eglin AFB,Engine Repair,Northrop,07/21/2024,13.0,2,In Progress,12321.31,83
989,AC-9577,B-2,Nellis AFB,Engine Repair,Raytheon,11/12/2024,,3,Completed,29230.06,68
990,AC-5947,C-130,Nellis AFB,Engine Repair,Northrop,02/10/2024,13.0,0,Completed,28240.69,87
991,AC-5275,F-16,Eglin AFB,Landing Gear,L3Harris,02/29/2024,2.0,4,In Progress,8580.22,92
992,AC-5502,F-22,Hill AFB,landing gear,Raytheon,04/23/2025,33.0,8,In Progress,26269.05,60
993,AC-3126,F-16,Hill AFB,software update,L3Harris,02/04/2025,28.0,1,Delayed,31521.75,72
994,AC-5715,B-2,Nellis AFB,Landing Gear,GE Aerospace,02/02/2024,19.0,6,Completed,40268.24,79
995,AC-3486,C-130,Nellis AFB,Avionics,L3Harris,02/25/2025,23.0,6,Completed,5141.35,73
996,AC-8971,B-2,Hill AFB,Engine Repair,Northrop,02/10/2024,10.0,4,In Progress,26120.47,91
997,AC-3731,B-2,Hill AFB,Landing Gear,GE Aerospace,03/20/2024,8.0,14,In Progress,43196.73,82
998,AC-9807,F-22,Nellis AFB,Landing Gear,Raytheon,2024-04-30,22.0,5,In Progress,22453.49,74
999,AC-7693,F-16,Luke AFB,Software Update,L3Harris,02/02/2025,10.0,5,In Progress,28093.03,86
1000,AC-9107,C-130,Hill AFB,Software Update,Northrop,04/25/2024,8.0,6,In Progress,23136.89,87
1001,AC-7280,B-2,Nellis AFB,Software Update,GE Aerospace,2024-12-15,,1,Completed,20036.73,93
1002,AC-6325,B-2,Luke AFB,Avionics,L3Harris,04/29/2025,33.0,7,Completed,8974.22,55
1003,AC-9377,F-22,Luke AFB,Software Update,Boeing,11/30/2024,21.0,0,Delayed,37992.29,80
1004,AC-4391,B-2,Nellis AFB,Software Update,Northrop,04/02/2025,14.0,4,Delayed,40909.56,77
1005,AC-6427,F-22,Luke AFB,Software Update,Raytheon,2024-02-26,,0,Awaiting Parts,17996.81,97
1006,AC-9803,F-35A,Eglin AFB,Electrical,L3Harris,08/01/2024,26.0,0,Completed,8985.87,73
1007,AC-6953,C-130,Eglin AFB,Electrical,GE Aerospace,02/25/2025,14.0,7,In Progress,39403.14,74
1008,AC-3768,F-16,Nellis AFB,Electrical,Boeing,2025-02-09,14.0,3,In Progress,38846.81,79
1009,AC-9053,F-22,Hill AFB,Hydraulics,Boeing,02/07/2024,3.0,3,In Progress,27285.09,96
1010,AC-3425,B-2,Hill AFB,Engine Repair,Northrop,01/24/2025,21.0,2,In Progress,25413.29,74
1011,AC-8787,C-130,Hill AFB,avionics,Northrop,2024-11-20,1.0,2,Delayed,30442.1,96
1012,AC-1197,F-16,Hill AFB,Electrical,L3Harris,06/04/2024,10.0,5,Delayed,30362.47,82
1013,AC-6149,B-2,Hill AFB,Software Update,GE Aerospace ,10/27/2024,15.0,5,Awaiting Parts,13447.21,83
1014,AC-6609,F-22,Hill AFB,Avionics,Northrop,2025-04-29,16.0,7,Completed,26883.68,73
1015,AC-1199,B-2,Luke AFB,Electrical,Northrop,08/23/2024,,5,In Progress,33575.32,86
1016,AC-9810,F-35A,Fort Worth,Software Update,L3Harris,05/07/2025,1.0,9,Delayed,20964.94,93
1017,AC-8472,F-22,Fort Worth,Landing Gear,Boeing,05/05/2024,21.0,9,Completed,8539.92,68
1018,AC-4403,F-22,Luke AFB,Landing Gear,L3Harris,06/04/2024,12.0,3,Completed,15594.96,80
1019,AC-2907,C-130,Fort Worth,Software Update,Northrop,2024-04-10,31.0,1,In Progress,18333.44,70
1020,AC-8252,F-22,Eglin AFB,Electrical,L3Harris,03/16/2025,19.0,0,Awaiting Parts,20251.83,77
1021,AC-9311,C-130,Eglin AFB,Hydraulics,Boeing,03/31/2024,20.0,3,In Progress,23879.36,77
1022,AC-8988,F-35A,Hill AFB,Landing Gear,GE Aerospace,01/22/2025,13.0,0,In Progress,28859.12,84
1023,AC-9824,F-22,Luke AFB,Engine Repair,Northrop,06/24/2024,32.0,5,Awaiting Parts,27703.17,68
1024,AC-3532,F-16,Luke AFB,Avionics,GE Aerospace,11/08/2024,23.0,0,Delayed,45430.18,75
1025,AC-7830,F-16,Luke AFB,Hydraulics,GE Aerospace,08/30/2024,19.0,11,In Progress,16203.6,75
1026,AC-8368,F-16,Nellis AFB,Landing Gear,GE Aerospace,01/16/2025,,8,Completed,31636.48,60
1027,AC-8485,F-16,Fort Worth,electrical,Northrop,02/16/2025,19.0,4,In Progress,39406.38,74
1028,AC-4267,F-22,Eglin AFB,Landing Gear,GE Aerospace,07/14/2024,19.0,0,In Progress,11593.76,81
1029,AC-1753,C-130,Nellis AFB,Avionics,Boeing,10/30/2024,16.0,N/A,Completed,24320.94,80
1030,AC-5656,F-35A,Nellis AFB,Avionics,Raytheon,07/08/2024,27.0,0,Delayed,26723.06,75
1031,AC-2441,C-130,Luke AFB,Hydraulics,L3Harris,10/20/2024,3.0,8,In Progress,23866.5,87
1032,AC-6143,F-16,Nellis AFB,Electrical,Northrop,2025-01-29,21.0,1,In Progress,40353.58,74
1033,AC-1379,F-22,Fort Worth,Electrical,GE Aerospace,05/12/2024,26.0,7,Completed,23445.79,66
1034,AC-8163,F-35A,Eglin AFB,Hydraulics,L3Harris,01/09/2024,22.0,2,Completed,35266.67,80
1035,AC-9712,F-22,Eglin AFB,Engine Repair,L3Harris,02/03/2025,31.0,9,Completed,16244.77,56
1036,AC-8393,F-22,Hill AFB,Engine Repair,Northrop,05/21/2024,20.0,0,Awaiting Parts,31868.68,82
1037,AC-7388,F-35A,Fort Worth,Avionics,Boeing,05/30/2024,21.0,0,In Progress,11058.59,74
1038,AC-6810,B-2,Luke AFB,Avionics,Northrop,04/12/2024,15.0,N/A,Completed,10486.28,86
1039,AC-6365,F-16,Luke AFB,Electrical,Northrop,05/03/2025,21.0,6,Delayed,22668.77,69
1040,AC-3249,C-130,Fort Worth,Software Update,Raytheon,06/30/2024,11.0,9,Awaiting Parts,44864.89,75
1041,AC-7234,B-2,Fort Worth,Engine Repair,Northrop,04/11/2024,14.0,2,Delayed,30894.49,82
1042,AC-6871,F-16,Nellis AFB,Avionics,Northrop,09/07/2024,15.0,4,In Progress,33875.84,85
1043,AC-7226,C-130,Nellis AFB,Engine Repair,Boeing,01/09/2024,2.0,N/A,In Progress,25872.17,83
1044,AC-7384,C-130,Fort Worth,Hydraulics,Boeing,2024-11-29,14.0,4,Completed,24549.15,87
1045,AC-1638,F-35A,Eglin AFB,Avionics,Boeing,12/21/2024,4.0,10,Delayed,25495.91,88
1046,AC-3975,F-16,Fort Worth,Avionics,Raytheon ,03/18/2024,21.0,8,In Progress,12746.05,76
1047,AC-1466,C-130,Fort Worth,Electrical,Northrop ,01/14/2024,,3,Delayed,35161.25,76
1048,AC-2509,C-130,Fort Worth,Engine Repair,GE Aerospace,04/04/2025,0.0,4,Awaiting Parts,17766.15,94
1049,AC-6102,C-130,Nellis AFB,Hydraulics,Northrop,11/22/2024,21.0,6,Completed,16508.49,68
1050,AC-4215,F-22,Luke AFB,Landing Gear,Northrop,03/12/2025,12.0,4,Completed,14240.29,88
1051,AC-5092,F-22,Hill AFB,Avionics,Boeing,11/10/2024,24.0,3,In Progress,9883.86,69
1052,AC-3379,B-2,Fort Worth,Electrical,GE Aerospace,08/04/2024,15.0,0,Completed,5424.69,85
1053,AC-3652,C-130,Hill AFB,Engine Repair,L3Harris,02/10/2025,8.0,5,Awaiting Parts,40943.69,85
1054,AC-9943,C-130,Fort Worth,Electrical,Boeing,11/14/2024,20.0,2,Delayed,30470.85,77
1055,AC-8476,F-35A,Hill AFB,Landing Gear,Boeing,2024-09-06,14.0,2,Delayed,11147.65,87
1056,AC-2970,B-2,Hill AFB,Avionics,Boeing,02/28/2025,3.0,3,Completed,26896.64,90
1057,AC-9370,F-22,Luke AFB,Electrical,Northrop,04/03/2024,17.0,3,Delayed,13651.05,81
1058,AC-6941,B-2,Luke AFB,Electrical,L3Harris,2024-01-25,22.0,0,Delayed,34312.33,81
1059,AC-7947,F-22,Hill AFB,Engine Repair,GE Aerospace,03/18/2024,9.0,1,Awaiting Parts,7398.58,93
1060,AC-1005,F-35A,Hill AFB,Electrical,L3Harris,04/25/2025,13.0,8,Completed,31187.54,78
1061,AC-3625,F-22,Nellis AFB,Avionics,GE Aerospace,03/14/2024,25.0,7,Completed,11755.96,70
1062,AC-3022,B-2,Luke AFB,Avionics,GE Aerospace,2024-03-12,15.0,1,Completed,40966.9,85
1063,AC-8718,F-22,Nellis AFB,Hydraulics,Raytheon,01/30/2025,8.0,8,In Progress,35715.45,89
1064,AC-5185,F-35A,Nellis AFB,Software Update,L3Harris,2024-01-21,32.0,3,Awaiting Parts,33547.87,66
1065,AC-6940,F-22,Nellis AFB,Electrical,GE Aerospace,02/22/2024,36.0,2,In Progress,6579.52,58
1066,AC-9320,F-16,Nellis AFB,Electrical,Boeing,04/08/2025,2.0,7,Awaiting Parts,2402.2,90
1067,AC-5354,F-35A,Nellis AFB,Landing Gear,L3Harris,10/29/2024,15.0,6,Awaiting Parts,27222.11,80
1068,AC-2615,B-2,Fort Worth,Engine Repair,Northrop,03/05/2025,21.0,5,Awaiting Parts,40346.39,79
1069,AC-8212,C-130,Eglin AFB,Landing Gear,Raytheon ,01/21/2024,10.0,2,Awaiting Parts,15728.09,88
1070,AC-1395,F-16,Fort Worth,Hydraulics,GE Aerospace,10/17/2024,24.0,8,In Progress,30414.7,65
1071,AC-5532,C-130,Fort Worth,Hydraulics,GE Aerospace,06/29/2024,27.0,0,Delayed,45006.69,71
1072,AC-6273,C-130,Hill AFB,Avionics,GE Aerospace,10/07/2024,30.0,7,Delayed,46381.59,68
1073,AC-7652,F-16,Eglin AFB,Software Update,Northrop,04/13/2025,4.0,2,Awaiting Parts,16176.36,90
1074,AC-3608,F-22,Hill AFB,Engine Repair,Raytheon,2025-04-03,23.0,0,In Progress,34089.94,77
1075,AC-2244,F-22,Fort Worth,Engine Repair,L3Harris,07/22/2024,28.0,7,Delayed,28405.01,69
1076,AC-7311,F-35A,Hill AFB,Landing Gear,L3Harris,07/22/2024,10.0,1,Completed,39995.43,86
1077,AC-9101,F-22,Luke AFB,Avionics,Northrop ,05/20/2024,24.0,4,In Progress,19985.09,67
1078,AC-8191,C-130,Eglin AFB,Landing Gear,L3Harris,2024-11-09,1.0,0,Awaiting Parts,47937.03,100
1079,AC-6963,F-16,Nellis AFB,Hydraulics,Boeing,07/17/2024,7.0,5,In Progress,37089.33,87
1080,AC-9819,B-2,Luke AFB,Engine Repair,L3Harris,06/13/2024,7.0,5,Delayed,36254.99,86
1081,AC-4669,C-130,Hill AFB,Landing Gear,Raytheon,11/26/2024,18.0,16,Completed,4976.81,69
1082,AC-1942,F-16,Nellis AFB,Electrical,Northrop,2024-10-13,26.0,4,In Progress,34263.04,72
1083,AC-9041,C-130,Luke AFB,Software Update,Northrop,01/07/2025,21.0,2,In Progress,27747.96,72
1084,AC-7670,F-22,Eglin AFB,Electrical,L3Harris,03/24/2025,,7,In Progress,28577.9,93
1085,AC-2042,B-2,Nellis AFB,Electrical,Northrop ,02/06/2024,23.0,9,Delayed,29411.44,72
1086,AC-2957,F-16,Fort Worth,Engine Repair,GE Aerospace,04/20/2025,19.0,1,Awaiting Parts,16453.35,82
1087,AC-3998,F-35A,Hill AFB,Hydraulics,Northrop,03/09/2025,27.0,10,Delayed,22142.67,63
1088,AC-2336,F-16,Nellis AFB,Engine Repair,L3Harris,06/28/2024,18.0,N/A,Completed,39073.08,86
1089,AC-1206,F-35A,Hill AFB,Software Update,Boeing,2024-01-01,23.0,12,Completed,14460.12,68
1090,AC-3978,B-2,Luke AFB,Hydraulics,Raytheon,11/13/2024,14.0,5,Delayed,32757.87,83
1091,AC-9312,F-22,Nellis AFB,Engine Repair,L3Harris,2025-03-26,16.0,1,Completed,35576.89,80
1092,AC-6718,F-22,Eglin AFB,Landing Gear,Northrop,05/29/2024,23.0,1,In Progress,41265.31,72
1093,AC-8338,F-35A,Eglin AFB,Engine Repair,Boeing,10/07/2024,27.0,5,Awaiting Parts,25955.17,69
1094,AC-8871,B-2,Fort Worth,Landing Gear,Raytheon,07/02/2024,22.0,1,Awaiting Parts,25360.38,72
1095,AC-3219,C-130,Luke AFB,Hydraulics,GE Aerospace,05/24/2024,0.0,8,Awaiting Parts,6262.08,92
1096,AC-6011,C-130,Hill AFB,Electrical,Raytheon,11/08/2024,,3,In Progress,22460.0,68
1097,AC-3840,F-16,Fort Worth,Landing Gear,Raytheon,2024-10-19,12.0,3,Completed,42022.38,88
1098,AC-9584,F-22,Eglin AFB,Hydraulics,Raytheon,08/10/2024,1.0,10,Delayed,29056.28,92
1099,AC-4387,B-2,Eglin AFB,engine repair,Raytheon,04/14/2024,8.0,0,In Progress,45116.72,94
1100,AC-3900,C-130,Luke AFB,Hydraulics,GE Aerospace,2025-02-20,10.0,0,In Progress,38647.77,90
1101,AC-6074,F-22,Hill AFB,Software Update,Raytheon,10/19/2024,20.0,1,Delayed,27599.5,84
1102,AC-7479,F-35A,Nellis AFB,Avionics,Northrop,2024-11-03,9.0,9,Awaiting Parts,37736.45,77
1103,AC-7524,F-16,Eglin AFB,Hydraulics,Boeing,03/26/2024,22.0,6,Awaiting Parts,46134.26,71
1104,AC-9158,F-22,Luke AFB,Landing Gear,Raytheon,05/01/2025,17.0,0,Awaiting Parts,30393.69,79
1105,AC-4960,C-130,Eglin AFB,Hydraulics,GE Aerospace,02/16/2025,34.0,0,Delayed,20662.45,62
1106,AC-1232,F-22,Hill AFB,Hydraulics,Northrop,01/23/2024,21.0,4,Awaiting Parts,13212.36,79
1107,AC-4690,F-22,Luke AFB,Hydraulics,GE Aerospace,2024-09-15,26.0,14,In Progress,27353.58,56
1108,AC-1929,F-35A,Fort Worth,Software Update,L3Harris,05/08/2025,10.0,0,In Progress,28095.71,90
1109,AC-4828,F-35A,Nellis AFB,Engine Repair,L3Harris,2024-02-23,26.0,6,Delayed,24971.15,73
1110,AC-1324,C-130,Eglin AFB,Electrical,GE Aerospace,10/06/2024,13.0,0,Delayed,35017.02,83
1111,AC-8454,C-130,Luke AFB,Software Update,L3Harris,06/25/2024,25.0,0,Delayed,44078.07,80
1112,AC-7030,F-35A,Nellis AFB,Hydraulics,Northrop,2024-05-11,22.0,10,Delayed,8894.47,65
1113,AC-4409,C-130,Nellis AFB,Software Update,GE Aerospace,11/16/2024,7.0,4,In Progress,31033.41,89
1114,AC-4373,F-22,Luke AFB,Electrical,Northrop,03/09/2024,32.0,7,In Progress,22087.82,64
1115,AC-7140,F-16,Luke AFB,Software Update,Northrop,01/26/2025,9.0,9,Awaiting Parts,13423.53,83
1116,AC-7296,B-2,Nellis AFB,Avionics,GE Aerospace,2024-10-09,31.0,3,Delayed,44086.98,63
1117,AC-7584,B-2,Luke AFB,Avionics,GE Aerospace,10/15/2024,23.0,4,Awaiting Parts,18767.24,70
1118,AC-1578,F-35A,Fort Worth,Engine Repair,Raytheon,2024-11-09,15.0,N/A,Completed,25925.88,82
1119,AC-4489,F-16,Fort Worth,Hydraulics,L3Harris,04/13/2024,13.0,4,Awaiting Parts,25942.92,80
1120,AC-3618,F-22,Luke AFB,Software Update,Raytheon,06/04/2024,0.0,6,Awaiting Parts,13243.35,90
1121,AC-2857,F-22,Nellis AFB,Engine Repair,Raytheon,2025-03-10,8.0,0,Delayed,3473.29,90
1122,AC-8224,B-2,Eglin AFB,Avionics,GE Aerospace,02/22/2025,7.0,2,In Progress,48439.11,91
1123,AC-2128,F-22,Luke AFB,Landing Gear,Boeing,03/29/2025,13.0,5,Delayed,29805.78,82
1124,AC-6811,B-2,Nellis AFB,Engine Repair,L3Harris,12/30/2024,19.0,4,In Progress,10656.47,73
1125,AC-9021,F-16,Luke AFB,Engine Repair,Northrop,09/23/2024,29.0,12,In Progress,4808.1,55
1126,AC-8505,F-35A,Hill AFB,Landing Gear,Raytheon,2025-01-23,9.0,3,Completed,13425.55,93
1127,AC-7363,F-35A,Hill AFB,Electrical,GE Aerospace,08/28/2024,22.0,2,Awaiting Parts,50980.67,77
1128,AC-5285,B-2,Luke AFB,Software Update,Boeing,04/27/2025,27.0,5,Completed,37323.84,68
1129,AC-2859,F-35A,Luke AFB,Engine Repair,Northrop,2025-03-17,26.0,2,Delayed,15205.39,75
1130,AC-6589,B-2,Fort Worth,Avionics,L3Harris,01/05/2024,18.0,8,In Progress,26668.72,69
1131,AC-3272,F-22,Fort Worth,Avionics,Raytheon,03/03/2024,5.0,1,Delayed,24112.33,89
1132,AC-9672,F-22,Nellis AFB,Avionics,GE Aerospace,07/17/2024,17.0,12,Completed,8368.14,71
1133,AC-4239,F-16,Luke AFB,Landing Gear,L3Harris,02/10/2024,22.0,10,Completed,52257.4,65
1134,AC-3661,C-130,Eglin AFB,Hydraulics,L3Harris,01/22/2025,14.0,6,In Progress,31837.12,78
1135,AC-5123,F-16,Luke AFB,Engine Repair,Raytheon,2024-09-28,19.0,4,Awaiting Parts,30231.7,72
1136,AC-1196,F-35A,Hill AFB,Landing Gear,Boeing,01/01/2025,2.0,7,In Progress,26514.13,93
1137,AC-7069,C-130,Hill AFB,Software Update,Boeing,07/02/2024,16.0,13,Delayed,16900.79,73
1138,AC-6314,C-130,Nellis AFB,Software Update,GE Aerospace,2024-08-26,14.0,12,Completed,15015.26,76
1139,AC-3447,C-130,Hill AFB,Engine Repair,GE Aerospace ,07/14/2024,13.0,4,Delayed,35088.81,88
1140,AC-5438,F-16,Luke AFB,Engine Repair,GE Aerospace,08/29/2024,19.0,0,In Progress,18613.98,78
1141,AC-8091,C-130,Luke AFB,Software Update,Raytheon,01/05/2025,13.0,4,Awaiting Parts,30110.12,85
1142,AC-4545,C-130,Nellis AFB,Engine Repair,Boeing,09/22/2024,21.0,0,Awaiting Parts,37767.29,81
1143,AC-6588,F-16,Luke AFB,Hydraulics,L3Harris,09/28/2024,20.0,10,Awaiting Parts,30330.38,69
1144,AC-6120,C-130,Hill AFB,Landing Gear,Boeing,12/18/2024,26.0,6,Delayed,41154.71,66
1145,AC-4883,F-22,Nellis AFB,Landing Gear,GE Aerospace,10/20/2024,22.0,4,Awaiting Parts,52269.22,72
1146,AC-9043,C-130,Eglin AFB,Electrical,Boeing,2024-02-11,25.0,7,In Progress,9684.35,71
1147,AC-8761,F-22,Luke AFB,Electrical,Raytheon,02/02/2025,7.0,6,Delayed,26746.25,82
1148,AC-9786,F-22,Luke AFB,Landing Gear,L3Harris,2024-09-05,13.0,5,Delayed,44063.52,82
1149,AC-7930,F-35A,Hill AFB,Hydraulics,Northrop,2024-05-07,,0,Awaiting Parts,23661.89,78
1150,AC-8318,C-130,Eglin AFB,Avionics,L3Harris,04/10/2025,11.0,3,Awaiting Parts,20036.61,83
1151,AC-3668,B-2,Luke AFB,Hydraulics,Raytheon,2024-08-20,14.0,0,In Progress,23468.14,85
1152,AC-1417,C-130,Hill AFB,Software Update,Northrop,07/11/2024,13.0,N/A,In Progress,49635.66,90
1153,AC-1915,F-22,Nellis AFB,Engine Repair,Raytheon,2024-01-21,26.0,3,Delayed,25225.83,74
1154,AC-2329,C-130,Hill AFB,Engine Repair,GE Aerospace,07/01/2024,8.0,11,Awaiting Parts,47767.46,81
1155,AC-8348,F-22,Fort Worth,Hydraulics,Northrop,02/15/2024,19.0,9,Completed,27103.44,70
1156,AC-1691,F-22,Luke AFB,avionics,Northrop,09/02/2024,7.0,3,Awaiting Parts,26583.14,85
1157,AC-7798,B-2,Fort Worth,Engine Repair,Northrop,09/09/2024,14.0,4,Completed,23903.21,77
1158,AC-9341,F-22,Nellis AFB,Avionics,Northrop,03/27/2025,17.0,5,In Progress,12272.74,78
1159,AC-4302,B-2,Hill AFB,Hydraulics,Northrop,07/17/2024,12.0,0,In Progress,36733.79,85
1160,AC-9385,C-130,Luke AFB,Avionics,Raytheon,2025-05-10,1.0,9,Delayed,41636.19,95
1161,AC-4511,B-2,Hill AFB,Hydraulics,GE Aerospace ,2025-01-17,15.0,0,In Progress,20664.27,84
1162,AC-3964,F-16,Luke AFB,Software Update,GE Aerospace,01/07/2024,17.0,0,Delayed,18817.38,81
1163,AC-5071,F-35A,Eglin AFB,Engine Repair,Raytheon,11/01/2024,30.0,7,In Progress,13905.23,62
1164,AC-3613,F-35A,Fort Worth,Hydraulics,Northrop,07/14/2024,5.0,3,In Progress,22438.52,96
1165,AC-1573,F-35A,Hill AFB,Avionics,Boeing,01/12/2024,21.0,2,Delayed,31137.99,76
1166,AC-1497,C-130,Luke AFB,Engine Repair,Raytheon,2025-05-02,33.0,8,In Progress,24422.94,64
1167,AC-3511,F-22,Fort Worth,Software Update,GE Aerospace ,2024-09-02,16.0,3,Awaiting Parts,39167.69,77
1168,AC-2032,F-16,Hill AFB,Electrical,GE Aerospace,04/04/2025,12.0,5,Delayed,25614.37,78
1169,AC-1722,B-2,Nellis AFB,Landing Gear,GE Aerospace,01/01/2024,13.0,0,In Progress,28875.69,92
1170,AC-9922,F-22,Hill AFB,Electrical,Boeing,08/21/2024,17.0,7,In Progress,18596.8,78
1171,AC-6692,F-16,Luke AFB,Electrical,GE Aerospace,07/09/2024,27.0,1,Completed,45544.48,74
1172,AC-8644,C-130,Eglin AFB,Electrical,Northrop,06/19/2024,4.0,6,Delayed,30705.17,90
1173,AC-3285,F-22,Nellis AFB,Engine Repair,GE Aerospace,03/01/2025,11.0,6,Completed,40354.22,80
1174,AC-3698,F-22,Hill AFB,Software Update,Raytheon,10/08/2024,0.0,7,Awaiting Parts,4919.25,98
1175,AC-6752,C-130,Fort Worth,Avionics,GE Aerospace,2024-04-22,10.0,11,Completed,18018.62,83
1176,AC-9113,F-22,Fort Worth,Electrical,Boeing,02/13/2025,8.0,4,Completed,49814.88,84
1177,AC-5846,F-35A,Luke AFB,Avionics,Raytheon ,2024-01-09,3.0,0,In Progress,42969.18,92
1178,AC-6622,C-130,Hill AFB,Avionics,Boeing,11/01/2024,32.0,4,Completed,10131.37,63
1179,AC-6758,F-35A,Hill AFB,Electrical,GE Aerospace,09/12/2024,34.0,11,Completed,33147.36,55
1180,AC-9033,F-35A,Nellis AFB,Engine Repair,GE Aerospace,03/26/2025,11.0,4,Completed,23075.68,85
1181,AC-2540,C-130,Nellis AFB,Electrical,Boeing,01/01/2025,20.0,N/A,In Progress,35553.0,75
1182,AC-7727,F-35A,Fort Worth,Electrical,Northrop,08/19/2024,9.0,N/A,Awaiting Parts,28757.59,79
1183,AC-7359,B-2,Fort Worth,Hydraulics,L3Harris,2024-05-20,23.0,10,Awaiting Parts,11661.04,71
1184,AC-6429,C-130,Fort Worth,electrical,Northrop,05/28/2024,17.0,2,Delayed,6185.69,85
1185,AC-3893,C-130,Fort Worth,Hydraulics,Northrop,02/17/2025,20.0,15,Awaiting Parts,2919.07,70
1186,AC-2663,F-22,Luke AFB,avionics,L3Harris,12/24/2024,17.0,7,Awaiting Parts,26476.94,72
1187,AC-9904,F-35A,Nellis AFB,Software Update,Raytheon,12/21/2024,17.0,0,Completed,27793.44,83
1188,AC-8776,C-130,Eglin AFB,Avionics,Northrop,2024-12-06,11.0,0,Delayed,39335.11,89
1189,AC-5309,C-130,Fort Worth,Electrical,Northrop,07/10/2024,25.0,N/A,Delayed,27748.9,73
1190,AC-1183,F-16,Fort Worth,Landing Gear,Raytheon,2024-12-25,26.0,5,Completed,35848.21,70
1191,AC-8870,F-22,Luke AFB,Electrical,GE Aerospace,06/12/2024,15.0,10,Completed,28849.43,73
1192,AC-2114,C-130,Eglin AFB,Engine Repair,L3Harris,2024-09-18,19.0,0,In Progress,28443.47,78
1193,AC-8075,F-35A,Hill AFB,Software Update,Raytheon,2024-07-27,11.0,2,Awaiting Parts,15215.49,82
1194,AC-8853,B-2,Eglin AFB,Software Update,Northrop,01/18/2025,9.0,13,Completed,40976.07,75
1195,AC-2390,F-22,Fort Worth,Hydraulics,Boeing,02/03/2024,33.0,0,In Progress,25855.04,70
1196,AC-8699,B-2,Nellis AFB,Software Update,L3Harris,06/16/2024,7.0,2,Delayed,13982.48,90
1197,AC-9728,B-2,Eglin AFB,Electrical,Raytheon,09/07/2024,27.0,3,In Progress,37820.55,70
1198,AC-4922,B-2,Luke AFB,Hydraulics,Boeing,2025-04-19,22.0,14,In Progress,7246.67,64
1199,AC-3281,F-16,Luke AFB,Electrical,Boeing,12/03/2024,28.0,9,Awaiting Parts,13319.45,61
1200,AC-5047,F-22,Eglin AFB,Electrical,Boeing,2025-01-05,26.0,6,Delayed,22270.28,67
1179,AC-6758,F-35A,Hill AFB,Electrical,GE Aerospace,09/12/2024,34.0,11,Completed,33147.36,55
866,AC-5075,C-130,Nellis AFB,Software Update,Raytheon,04/22/2025,0.0,2,Delayed,27535.4,98
102,AC-1502,F-35A,Eglin AFB,Avionics,GE Aerospace,03/13/2024,22.0,4,In Progress,26407.93,79
440,AC-1107,F-22,Eglin AFB,Hydraulics,L3Harris,11/03/2024,15.0,2,Delayed,22756.34,87
59,AC-7565,C-130,Fort Worth,Landing Gear,Raytheon,2025-02-24,20.0,8,Completed,25156.02,68
1121,AC-2857,F-22,Nellis AFB,Engine Repair,Raytheon,2025-03-10,8.0,0,Delayed,3473.29,90
324,AC-6122,B-2,Fort Worth,Engine Repair,Boeing,05/04/2025,6.0,5,Awaiting Parts,16827.38,94
975,AC-9586,F-22,Eglin AFB,Avionics,Northrop,03/26/2024,16.0,N/A,Completed,26101.03,79
412,AC-3832,C-130,Eglin AFB,Engine Repair,L3Harris,02/09/2025,,1,Awaiting Parts,44669.4,63
